pitch_type,p_throws,stand,events,description,launch_speed
SL,L,L,,blocked_ball,
FF,L,L,,foul,72.3
SL,L,R,single,hit_into_play,86.6
FF,R,R,strikeout,called_strike,
CH,R,R,,called_strike,
CH,R,R,,called_strike,
CH,R,R,,blocked_ball,
CH,R,R,,ball,
CH,R,R,,ball,
FF,R,L,walk,ball,
CH,R,L,,ball,
FF,R,L,,foul,83.1
CH,R,L,,foul,75.3
CH,R,L,,foul,60.2
CH,R,L,,ball,
CH,R,L,,ball,
CH,R,L,,swinging_strike,
CH,R,L,,called_strike,
FF,R,R,field_out,hit_into_play,91.3
FF,R,R,strikeout,swinging_strike,
CH,R,R,,swinging_strike,
FF,R,R,,swinging_strike,
FF,L,L,field_out,hit_into_play,100.1
SI,L,L,,called_strike,
SL,L,L,,blocked_ball,
SL,L,R,strikeout,called_strike,
SL,L,R,,blocked_ball,
FF,L,R,,swinging_strike,
FF,L,R,,foul,85.3
CH,L,R,field_out,hit_into_play,102.3
FF,L,L,single,hit_into_play,95.6
SL,L,L,,foul,68.1
SL,L,L,,ball,
FF,L,L,,foul,78.5
FF,L,L,,called_strike,
FF,R,L,strikeout,swinging_strike,
ST,R,L,,blocked_ball,
ST,R,L,,foul,72.2
SI,R,L,,foul,115.6
SL,R,L,,ball,
SI,R,R,strikeout,swinging_strike,
SI,R,R,,blocked_ball,
SI,R,R,,foul,75.5
ST,R,R,,ball,
SI,R,R,,foul,
SI,R,R,,ball,
SI,R,R,single,hit_into_play,106.0
SI,R,R,,ball,
SL,R,R,,ball,
SL,R,R,,swinging_strike,
SL,R,R,,ball,
SI,R,L,single,hit_into_play,96.1
SI,R,L,,swinging_strike,
SI,R,L,,ball,
FF,R,R,field_out,hit_into_play,99.4
FF,R,R,,foul,79.9
FF,R,R,,ball,
ST,R,R,,foul,55.1
ST,R,R,,ball,
FF,R,R,,swinging_strike,
FF,R,R,,ball,
ST,R,R,,called_strike,
FF,R,L,field_out,hit_into_play,86.8
FC,R,L,,foul,107.9
SI,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,foul,86.6
FC,R,L,,ball,
FF,R,L,,called_strike,
ST,R,R,field_out,hit_into_play,96.5
ST,R,R,,ball,
FF,R,R,,ball,
ST,R,R,,swinging_strike,
SI,R,R,,called_strike,
SI,L,L,double_play,hit_into_play,105.3
SI,L,L,,foul,
SI,L,L,,called_strike,
SI,R,R,field_out,hit_into_play,99.0
SI,R,L,walk,ball,
SI,R,L,,ball,
SL,R,L,,ball,
SL,R,L,,ball,
SL,R,R,field_error,hit_into_play,88.5
SI,R,R,,called_strike,
SI,R,R,,called_strike,
SI,L,L,grounded_into_double_play,hit_into_play,95.1
CU,L,L,,swinging_strike,
SI,L,L,,called_strike,
SI,L,R,walk,ball,
SI,L,R,,ball,
SL,L,R,,ball,
SI,L,R,,foul,77.2
SI,L,R,,foul,77.7
FF,L,R,,foul,85.4
SI,L,R,,ball,
SL,L,L,strikeout,called_strike,
SI,L,L,,foul,
SI,L,L,,ball,
SL,L,L,,ball,
SI,L,L,,swinging_strike,
FF,R,R,strikeout,called_strike,
SL,R,R,,foul,63.0
SI,R,R,,called_strike,
SL,R,L,strikeout,swinging_strike,
FF,R,L,,foul,108.7
FF,R,L,,foul,67.4
SL,R,R,strikeout,swinging_strike,
FF,R,R,,ball,
SL,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,foul,88.0
FF,R,R,,foul,74.2
CH,L,R,field_out,hit_into_play,91.8
KC,L,R,,blocked_ball,
FF,L,R,,foul,73.6
KC,L,R,,called_strike,
CH,L,R,field_out,hit_into_play,100.9
FF,L,R,,foul,64.8
CH,L,R,,swinging_strike,
FF,L,R,,ball,
FF,L,R,,ball,
KC,L,R,,called_strike,
FC,L,L,force_out,hit_into_play,72.1
FF,L,L,,ball,
FF,L,R,walk,ball,
CH,L,R,,ball,
SL,L,R,,ball,
CH,L,R,,ball,
FF,L,R,,called_strike,
SL,R,R,single,hit_into_play,93.5
SL,L,R,single,hit_into_play,105.7
FF,L,R,,ball,
FF,L,R,,ball,
CH,L,R,,swinging_strike,
FF,L,R,,ball,
FC,L,R,,foul,103.9
CH,L,R,strikeout,swinging_strike,
FF,L,R,,ball,
FF,L,R,,ball,
FF,L,R,,foul,71.0
FF,L,R,,called_strike,
FF,L,R,,ball,
SL,L,R,single,hit_into_play,105.1
SL,L,R,,swinging_strike_blocked,
FF,L,R,,foul,79.0
SL,L,R,,ball,
SL,L,L,strikeout,swinging_strike,
SL,L,L,,foul,64.2
SL,L,L,,swinging_strike,
FF,L,L,,called_strike,
SL,L,L,,blocked_ball,
SL,L,L,,ball,
SL,L,L,,ball,
SL,L,R,single,hit_into_play,77.2
FF,L,R,,foul,78.1
SL,L,R,,foul,78.6
FF,L,R,,called_strike,
FF,L,R,,ball,
FF,L,R,,ball,
FF,L,R,,foul,72.2
SL,L,R,home_run,hit_into_play,103.6
SL,L,R,,ball,
SL,L,R,,ball,
SL,L,L,field_out,hit_into_play,49.9
FF,L,L,,ball,
SL,L,L,,called_strike,
CH,L,R,single,hit_into_play,96.4
FF,L,R,,swinging_strike,
FF,L,L,single,hit_into_play,98.3
FF,L,L,,ball,
SL,L,R,field_out,hit_into_play,98.1
SL,L,R,,foul,69.6
FF,L,R,,foul,73.6
FF,L,R,,ball,
SL,L,L,strikeout,swinging_strike,
CH,L,L,,ball,
FF,L,L,,foul,75.9
FF,L,L,,ball,
FC,L,L,,called_strike,
SL,L,R,walk,ball,
CH,L,R,,ball,
KC,L,R,,ball,
FC,L,R,,foul,75.6
FF,L,R,,ball,
FF,L,R,,swinging_strike,
FF,L,L,field_out,hit_into_play,97.5
FF,L,L,,foul,85.7
FF,L,L,,ball,
SL,L,R,force_out,hit_into_play,94.0
CH,L,R,,blocked_ball,
FF,L,R,,swinging_strike,
CH,L,R,,blocked_ball,
FF,L,R,single,hit_into_play,96.8
CU,L,R,single,hit_into_play,101.1
FF,L,R,,foul,74.0
FF,L,R,,swinging_strike,
FF,L,R,,ball,
FF,L,R,,ball,
CU,L,R,,called_strike,
FF,L,R,strikeout,swinging_strike,
SL,L,R,,ball,
CH,L,R,,ball,
FF,L,R,,foul,74.8
SL,L,R,,called_strike,
CH,L,R,strikeout,swinging_strike,
FF,L,R,,called_strike,
FF,L,R,,ball,
KC,L,R,,blocked_ball,
CH,L,R,,called_strike,
CH,L,R,,blocked_ball,
FF,L,L,field_out,hit_into_play,97.0
SL,L,L,,foul,88.8
FF,L,L,,ball,
FF,L,L,,ball,
FF,L,L,,called_strike,
KC,L,L,,called_strike,
FF,L,R,single,hit_into_play,105.9
FF,L,R,,foul,79.1
FF,L,R,,foul,
KC,L,R,,ball,
FF,L,R,,foul,74.8
FF,L,R,,swinging_strike,
CH,L,R,,ball,
FF,L,R,,ball,
SL,L,L,strikeout,swinging_strike,
FF,L,L,,foul,91.4
FF,L,L,,swinging_strike,
SL,L,L,,ball,
CH,L,R,strikeout,swinging_strike,
FF,L,R,,called_strike,
SL,L,R,,called_strike,
FF,L,L,single,hit_into_play,96.8
CH,L,R,field_out,hit_into_play,50.3
CU,L,R,,called_strike,
FF,L,R,,called_strike,
FF,L,R,field_out,hit_into_play,68.9
FF,L,R,field_out,hit_into_play,40.7
FF,L,R,,ball,
SL,L,L,strikeout,called_strike,
KC,L,L,,foul,40.3
KC,L,L,,ball,
FF,L,L,,foul,82.0
FF,L,L,,called_strike,
FF,L,L,,ball,
FF,L,R,strikeout,swinging_strike,
FC,L,R,,swinging_strike,
FC,L,R,,swinging_strike,
CH,L,R,,ball,
FC,L,L,walk,ball,
FC,L,L,,called_strike,
FF,L,L,,ball,
FF,L,L,,ball,
FC,L,L,,foul_tip,
FC,L,L,,ball,
FF,L,R,walk,ball,
FF,L,R,,ball,
KC,L,R,,ball,
FF,L,R,,called_strike,
FF,L,R,,ball,
FF,L,R,,swinging_strike,
SL,L,L,strikeout,swinging_strike_blocked,
SL,L,L,,swinging_strike,
SL,L,L,,ball,
FF,L,L,,foul,73.4
FF,L,R,strikeout,swinging_strike,
SL,L,R,,ball,
FF,L,R,,foul,74.8
FF,L,R,,called_strike,
SL,L,R,,called_strike,
FF,L,R,strikeout,called_strike,
FF,L,R,,called_strike,
FF,L,R,,foul,75.6
FF,R,R,strikeout,called_strike,
FF,R,R,,foul,77.1
FF,R,R,,ball,
CH,R,R,,swinging_strike,
FF,R,R,,called_strike,
SI,R,R,,ball,
FF,R,L,strikeout,called_strike,
FF,R,L,,called_strike,
CH,R,L,,ball,
CH,R,L,,called_strike,
CH,R,L,field_out,hit_into_play,90.6
FF,R,L,,called_strike,
FF,R,L,field_out,hit_into_play,96.9
FF,R,L,,called_strike,
SI,R,R,single,hit_into_play,72.1
FC,R,R,,foul,76.0
SL,R,R,,ball,
FC,R,R,,called_strike,
SL,R,L,home_run,hit_into_play,110.8
SL,R,L,,foul,
SL,R,L,,swinging_strike,
FC,R,L,,foul,95.1
FC,R,L,,ball,
FC,R,L,,ball,
FC,R,L,single,hit_into_play,89.1
FC,R,L,,ball,
FC,R,R,single,hit_into_play,101.0
FC,R,R,,called_strike,
FC,R,L,field_out,hit_into_play,66.8
FC,R,L,,ball,
FC,R,L,,called_strike,
SL,R,R,strikeout,swinging_strike,
FF,R,R,,foul,71.7
FC,R,R,,foul,80.0
SL,R,R,,foul,59.3
FC,R,R,,called_strike,
FC,R,R,,ball,
SL,R,R,,ball,
FF,R,L,field_out,hit_into_play,103.4
FF,R,L,,ball,
FF,R,L,,ball,
FF,R,L,strikeout,swinging_strike,
FF,R,L,,foul,83.5
SL,R,L,,ball,
FF,R,L,,foul_tip,
SL,R,L,field_out,hit_into_play,89.2
FF,R,L,,ball,
FF,R,L,,foul,98.4
FF,R,L,,foul,90.7
FF,R,L,,called_strike,
FF,R,L,,called_strike,
FC,R,L,field_out,hit_into_play,92.4
FC,R,L,,swinging_strike,
FC,R,L,,ball,
FC,R,L,,called_strike,
SL,R,L,strikeout,swinging_strike,
SL,R,L,,swinging_strike,
SL,R,L,,foul,71.3
FF,R,R,double,hit_into_play,108.6
SL,R,L,field_out,hit_into_play,89.8
FF,R,L,,foul,82.5
CH,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,foul,81.2
SL,R,L,,ball,
FF,R,L,,called_strike,
SI,L,L,field_out,hit_into_play,89.4
SI,L,L,,called_strike,
FF,L,R,field_out,hit_into_play,98.0
CH,L,R,,called_strike,
FF,L,R,,ball,
CH,L,R,,called_strike,
CH,L,R,field_out,hit_into_play,60.2
FF,L,R,,called_strike,
CH,L,R,,ball,
CU,L,L,strikeout,swinging_strike,
SI,L,L,,foul,77.4
SL,L,L,,ball,
SI,L,L,,swinging_strike,
SI,L,L,,ball,
CU,L,R,walk,ball,
SL,L,R,,swinging_strike,
FF,L,R,,ball,
FF,L,R,,ball,
FF,L,R,,ball,
SL,L,L,field_out,hit_into_play,99.5
SL,L,L,,called_strike,
FF,R,R,field_out,hit_into_play,89.0
FS,R,R,,ball,
FF,R,R,,foul,75.5
FF,R,R,,foul,76.8
FF,R,R,,swinging_strike,
FF,R,R,,called_strike,
FF,R,R,,ball,
FF,L,R,grounded_into_double_play,hit_into_play,91.9
CH,L,R,,ball,
CH,L,R,,swinging_strike,
FF,L,L,single,hit_into_play,89.4
CH,L,L,,foul,80.5
CH,L,L,,blocked_ball,
SL,L,L,,foul,77.4
SI,L,L,,foul,81.9
CH,L,L,,ball,
CH,L,L,,foul,
SI,L,L,,called_strike,
SI,L,L,,called_strike,
FF,L,R,double,hit_into_play,92.7
CH,L,R,,ball,
FF,L,R,field_out,hit_into_play,93.7
FF,L,R,,called_strike,
FF,R,L,strikeout,foul_tip,
FS,R,L,,foul,
FF,R,L,,foul,78.6
FF,R,L,field_out,hit_into_play,99.7
FF,R,L,,ball,
FS,R,L,,ball,
FF,R,L,field_out,hit_into_play,93.5
FF,R,L,,ball,
FF,R,L,,swinging_strike,
FF,R,L,,called_strike,
FF,L,L,grounded_into_double_play,hit_into_play,101.0
FF,L,R,hit_by_pitch,hit_by_pitch,
FF,L,R,,called_strike,
FF,L,L,double,hit_into_play,102.3
SL,L,L,,foul,74.6
CH,L,L,,ball,
SI,L,L,,foul,65.3
SI,L,L,,called_strike,
SL,L,L,,ball,
SI,L,L,,foul,76.9
SI,L,R,strikeout,swinging_strike,
CH,L,R,,ball,
CH,L,R,,ball,
SI,L,R,,foul,77.4
FF,L,R,,swinging_strike,
SI,L,R,,called_strike,
FF,R,R,strikeout,called_strike,
ST,R,R,,foul,72.1
FF,R,R,,foul,77.5
FS,R,R,,foul,91.0
FF,R,R,,foul,86.4
FF,R,R,,ball,
FF,R,R,,foul_tip,
FF,R,R,,called_strike,
FF,L,R,single,hit_into_play,90.3
CU,L,R,,swinging_strike,
CH,L,R,,ball,
CU,L,R,,called_strike,
CH,L,L,strikeout,swinging_strike,
SL,L,L,,ball,
SL,L,L,,swinging_strike,
SI,L,L,,foul,
CH,L,R,strikeout,swinging_strike_blocked,
CH,L,R,,ball,
CH,L,R,,swinging_strike,
CH,L,R,,called_strike,
FF,L,R,field_out,hit_into_play,80.3
CH,L,L,field_out,hit_into_play,66.2
SI,L,L,,foul,
CH,L,L,,ball,
FF,L,R,strikeout,swinging_strike,
FF,L,R,,swinging_strike,
CU,L,R,,ball,
FF,L,R,,called_strike,
SL,L,L,strikeout,swinging_strike,
SL,L,L,,blocked_ball,
SL,L,L,,swinging_strike,
SL,L,L,,foul,35.7
FF,L,R,field_out,hit_into_play,98.8
CU,L,R,,ball,
CH,L,R,double,hit_into_play,76.0
CU,L,R,,called_strike,
FF,L,R,strikeout,called_strike,
FF,L,R,,foul,70.9
FF,L,R,,ball,
FF,L,R,,ball,
FF,L,R,,foul,74.3
CH,L,R,strikeout,swinging_strike_blocked,
FF,L,R,,called_strike,
FF,L,R,,called_strike,
FF,L,R,,ball,
SL,L,L,strikeout,swinging_strike,
SI,L,L,,ball,
SI,L,L,,ball,
SI,L,L,,ball,
SL,L,L,,foul,67.2
SI,L,L,,foul,85.0
SI,L,L,,swinging_strike,
SI,L,L,,bunt_foul_tip,
SI,L,L,field_out,hit_into_play,62.5
FF,L,R,field_out,hit_into_play,85.4
CH,L,R,,foul,64.9
FF,L,R,,ball,
CH,L,R,walk,blocked_ball,
FF,L,R,,foul,69.1
SL,L,R,,foul,
FF,L,R,,foul,74.2
FF,L,R,,foul,70.6
CH,L,R,,ball,
CH,L,R,,ball,
FF,L,R,,called_strike,
CH,L,R,,ball,
FF,L,R,single,hit_into_play,100.5
FF,L,R,,ball,
CH,L,R,,swinging_strike,
FF,L,L,field_out,hit_into_play,91.8
SI,L,L,,ball,
SI,L,L,,ball,
CH,L,R,strikeout,swinging_strike,
FF,L,R,,ball,
CH,L,R,,swinging_strike,
FF,L,R,,swinging_strike,
FF,L,L,field_out,hit_into_play,91.8
SI,L,L,,swinging_strike,
SI,L,L,,ball,
SI,L,L,,ball,
SI,L,L,,called_strike,
SI,L,R,field_out,hit_into_play,78.5
SI,L,R,,called_strike,
FF,L,R,,ball,
FF,L,R,,swinging_strike,
CH,L,R,field_out,hit_into_play,84.5
SL,L,R,,ball,
CH,L,R,,swinging_strike,
CH,L,R,,ball,
CH,L,R,,called_strike,
SL,L,L,single,hit_into_play,49.3
CH,L,L,,ball,
SL,L,L,,called_strike,
CH,L,R,strikeout,swinging_strike,
SL,L,R,,ball,
CH,L,R,,ball,
FF,L,R,,foul,88.6
FF,L,R,,ball,
FF,L,R,,called_strike,
FF,L,R,field_out,hit_into_play,96.2
CH,L,R,,swinging_strike,
FF,L,R,,ball,
CH,L,R,strikeout,swinging_strike_blocked,
CH,L,R,,foul,64.7
FF,L,R,,foul,86.4
FF,L,R,,called_strike,
FF,L,R,,ball,
FF,L,R,,called_strike,
FF,L,R,,ball,
SI,L,R,field_out,hit_into_play,102.4
FF,L,R,,ball,
FF,L,L,strikeout,called_strike,
SI,L,L,,called_strike,
CH,L,L,,ball,
SI,L,L,,foul_bunt,
SI,L,L,field_out,hit_into_play,95.5
CH,L,R,strikeout,called_strike,
FF,L,R,,foul,78.2
CH,L,R,,swinging_strike,
FF,L,R,,ball,
FF,L,R,,ball,
SL,L,R,walk,ball,
CH,L,R,,ball,
CH,L,R,,ball,
FF,L,R,,ball,
SL,L,R,,foul,80.4
CH,L,R,,swinging_strike,
SL,L,R,,swinging_strike,
CH,L,R,field_out,hit_into_play,84.9
FF,L,R,,foul,65.5
FF,L,R,,swinging_strike,
CH,R,L,strikeout,swinging_strike,
CH,R,L,,called_strike,
SI,R,L,,foul,83.9
CH,R,L,,ball,
ST,R,L,,ball,
FF,R,R,walk,ball,
CH,R,R,,ball,
SI,R,R,,swinging_strike,
FF,R,R,,ball,
ST,R,R,,ball,
SI,R,L,home_run,hit_into_play,108.9
SI,R,L,,called_strike,
FF,R,L,,ball,
SI,R,L,,ball,
SI,R,R,field_out,hit_into_play,71.1
ST,R,R,,called_strike,
FF,R,R,field_out,hit_into_play,89.3
CH,R,R,,called_strike,
SI,R,R,,called_strike,
FF,R,L,strikeout,called_strike,
FF,R,L,,swinging_strike,
FF,R,L,,swinging_strike,
FC,R,L,,ball,
FC,R,R,field_out,hit_into_play,108.4
FF,R,R,,foul,78.2
FC,R,R,,foul,74.2
FC,R,R,,foul,72.7
FF,R,R,,foul,51.6
FC,R,R,,ball,
FF,R,L,single,hit_into_play,76.2
FF,R,L,,ball,
FC,R,R,home_run,hit_into_play,105.4
FF,R,L,single,hit_into_play,83.8
FF,R,R,home_run,hit_into_play,102.4
FF,R,R,,ball,
FF,R,R,field_out,hit_into_play,74.2
FF,R,R,,called_strike,
FC,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,ball,
FF,L,R,field_out,hit_into_play,82.0
FF,L,R,,called_strike,
FF,L,R,,foul,76.1
FF,L,L,strikeout,swinging_strike,
FF,L,L,,foul,78.7
FF,L,L,,swinging_strike,
SL,L,R,field_out,hit_into_play,69.6
SL,L,R,,swinging_strike,
FF,L,R,,called_strike,
SL,L,R,single,hit_into_play,76.8
FF,L,R,,called_strike,
SL,R,L,strikeout,swinging_strike,
KC,R,L,,foul,80.0
SI,R,L,,ball,
SI,R,L,,ball,
SI,R,L,,swinging_strike,
SL,R,R,home_run,hit_into_play,101.0
SI,R,R,,ball,
SI,R,R,,foul,65.7
SL,R,R,,ball,
SI,R,R,,called_strike,
SL,R,R,,ball,
FF,R,L,home_run,hit_into_play,103.8
FF,R,R,single,hit_into_play,79.2
SL,R,R,,called_strike,
FF,R,L,field_out,hit_into_play,88.0
FF,R,L,,foul,88.5
FF,R,L,,ball,
FF,R,R,field_out,hit_into_play,105.0
SL,R,R,,ball,
SL,R,R,,swinging_strike,
SL,R,R,,swinging_strike,
SL,R,L,field_out,hit_into_play,99.3
CU,R,R,field_out,hit_into_play,71.8
SI,R,R,,called_strike,
CU,R,L,field_out,hit_into_play,95.4
ST,R,L,,swinging_strike,
FS,R,L,,ball,
SL,R,R,walk,ball,
FF,R,R,,ball,
FF,R,R,,foul,93.8
SL,R,R,,foul,74.9
SL,R,R,,called_strike,
ST,R,R,,ball,
SL,R,R,,ball,
FF,R,L,field_out,hit_into_play,76.7
FF,R,L,,called_strike,
SL,R,R,field_out,hit_into_play,107.4
SL,R,R,,ball,
SL,R,R,,called_strike,
SL,L,R,field_out,hit_into_play,94.6
FF,L,R,,foul,73.5
FF,L,R,,ball,
CH,L,R,,ball,
SI,L,R,,called_strike,
SL,R,R,field_out,hit_into_play,101.2
ST,R,R,,ball,
SL,R,R,field_out,hit_into_play,87.8
CU,R,R,,called_strike,
CU,R,L,field_out,hit_into_play,46.9
FC,R,L,,ball,
FS,R,L,,swinging_strike,
CU,R,L,,ball,
SL,R,L,,foul,78.6
CU,R,L,,ball,
FF,L,L,strikeout,foul_tip,
FF,L,L,,ball,
SL,L,L,,foul,41.6
FF,L,L,,ball,
FF,L,L,,foul,67.0
FF,L,L,,foul,70.4
SL,L,R,field_out,hit_into_play,54.1
SI,L,L,single,hit_into_play,101.3
SL,L,L,,ball,
FF,R,R,strikeout,swinging_strike,
FF,R,R,,ball,
KC,R,R,,blocked_ball,
SL,R,R,,called_strike,
KC,R,R,,blocked_ball,
FF,R,R,,foul,81.9
KC,R,L,single,hit_into_play,52.3
FF,R,L,,called_strike,
FF,R,L,,ball,
SI,R,R,hit_by_pitch,hit_by_pitch,
FF,R,R,,called_strike,
SL,R,R,field_out,hit_into_play,86.2
SI,R,R,,ball,
ST,R,R,,ball,
SL,R,R,,called_strike,
ST,R,L,force_out,hit_into_play,74.4
SL,R,L,,ball,
CU,R,L,single,hit_into_play,69.6
SL,R,L,,foul,84.3
FS,R,L,,ball,
SL,R,L,,foul,72.4
ST,R,R,field_out,hit_into_play,94.3
SL,R,R,,called_strike,
FS,R,R,,ball,
SL,R,R,,ball,
KC,R,L,field_out,hit_into_play,71.8
KC,R,L,,ball,
FF,R,L,,foul,66.6
KC,R,L,,called_strike,
SL,R,R,field_out,hit_into_play,74.1
FF,R,R,,foul,69.6
SL,R,R,,ball,
SL,R,R,,called_strike,
KC,R,R,,ball,
FF,R,R,,ball,
KC,R,L,field_out,hit_into_play,71.7
FF,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,field_out,hit_into_play,93.2
CU,R,L,,called_strike,
FC,R,R,field_out,hit_into_play,74.8
FF,R,R,,called_strike,
FF,R,L,field_out,hit_into_play,111.4
CU,R,L,,foul,63.7
ST,R,L,,ball,
FF,R,L,field_out,hit_into_play,100.3
FF,R,L,,foul,58.0
FF,R,L,,ball,
FF,R,L,,foul,79.0
KC,R,L,,foul,61.0
FF,R,L,,called_strike,
FF,R,L,,ball,
FF,R,L,,foul,95.0
SL,R,R,field_out,hit_into_play,95.4
KC,R,R,,foul,66.3
SL,R,L,field_out,hit_into_play,90.0
KC,R,L,,foul,58.1
KC,R,L,,ball,
FF,R,L,,foul,66.9
KC,R,L,,swinging_strike,
SI,R,L,,ball,
FF,R,L,,called_strike,
FF,R,R,strikeout,foul_tip,
ST,R,R,,ball,
FC,R,R,,called_strike,
FF,R,R,,ball,
CU,R,R,,called_strike,
FS,R,L,field_out,hit_into_play,90.2
ST,R,L,,ball,
FS,R,L,,ball,
FS,R,L,,foul,80.4
SI,R,R,field_out,hit_into_play,78.8
KC,R,R,field_out,hit_into_play,52.1
SL,R,R,,blocked_ball,
KC,R,R,,swinging_strike,
SL,R,R,,called_strike,
FF,R,R,,ball,
FF,R,R,,ball,
KC,R,L,strikeout,swinging_strike_blocked,
SL,R,L,,foul,88.6
SL,R,L,,called_strike,
FF,R,L,,ball,
FF,R,L,,ball,
KC,R,R,double,hit_into_play,111.7
FF,R,R,,ball,
FF,R,L,field_out,hit_into_play,93.0
KC,R,L,,foul,77.9
KC,R,L,,ball,
CH,R,L,,ball,
FF,R,L,,called_strike,
ST,R,L,double_play,hit_into_play,89.3
FF,R,L,sac_fly,hit_into_play,94.6
ST,R,L,,foul,74.3
FS,R,L,,foul,
ST,R,L,,swinging_strike,
FS,R,L,,blocked_ball,
CU,R,L,,called_strike,
ST,R,R,walk,blocked_ball,
SI,R,R,,ball,
CU,R,R,,ball,
SI,R,R,,foul,78.7
ST,R,R,,foul,73.1
SL,R,R,,ball,
SI,R,L,single,hit_into_play,105.6
FS,R,R,single,hit_into_play,76.7
FF,R,R,,ball,
ST,R,R,,foul,47.0
FF,R,R,,called_strike,
KC,R,R,field_out,hit_into_play,67.8
SL,R,R,,called_strike,
SL,R,R,,ball,
FF,R,R,,ball,
SL,R,L,home_run,hit_into_play,105.4
FF,R,L,,ball,
SL,R,L,,foul,66.4
KC,R,L,,ball,
KC,R,L,field_out,hit_into_play,92.1
KC,R,L,,swinging_strike,
FF,R,L,,called_strike,
FF,R,R,field_out,hit_into_play,59.0
SL,R,R,,called_strike,
SI,R,R,,ball,
FF,R,R,,called_strike,
FF,R,L,single,hit_into_play,100.9
KC,R,L,,foul,58.2
FS,R,L,strikeout,swinging_strike_blocked,
CU,R,L,,ball,
FS,R,L,,swinging_strike,
CU,R,L,,called_strike,
ST,R,R,field_out,hit_into_play,95.4
SL,R,L,strikeout,swinging_strike,
FF,R,L,,swinging_strike,
ST,R,L,,called_strike,
CU,R,L,,ball,
FC,R,L,,ball,
SL,R,R,grounded_into_double_play,hit_into_play,111.3
FF,R,R,,called_strike,
FF,R,R,,ball,
FF,R,L,walk,ball,
SL,R,L,,ball,
SL,R,L,,foul,
FF,R,L,,foul,77.1
KC,R,L,,ball,
FF,R,L,,ball,
FF,R,R,home_run,hit_into_play,100.6
SL,R,R,,foul,80.7
FF,R,L,field_out,hit_into_play,87.8
FF,R,L,,called_strike,
FF,R,L,,ball,
SL,R,R,single,hit_into_play,110.6
SL,R,R,,blocked_ball,
SI,R,R,,foul,74.0
SL,R,R,,swinging_strike,
FS,R,L,walk,blocked_ball,
FF,R,L,,ball,
FS,R,L,,foul,59.8
FS,R,L,,foul,75.7
FS,R,L,,ball,
CU,R,L,,foul,106.6
SL,R,L,,blocked_ball,
FC,R,R,walk,ball,
FC,R,R,,swinging_strike,
FF,R,R,,called_strike,
FC,R,R,,ball,
FC,R,R,,ball,
SL,R,R,,ball,
FF,R,L,field_out,hit_into_play,88.2
FC,R,L,,called_strike,
FS,R,R,strikeout,swinging_strike,
FF,R,R,,foul,79.2
SI,R,R,,foul,76.4
SI,R,R,,called_strike,
SI,R,R,field_out,hit_into_play,69.9
FF,R,R,,foul,
SL,R,R,,ball,
SI,L,L,field_out,hit_into_play,98.2
SI,L,L,,foul,81.5
FF,L,R,home_run,hit_into_play,105.3
SL,L,R,,blocked_ball,
SL,L,R,,ball,
FF,L,R,,foul,75.6
SL,L,R,,swinging_strike,
FC,L,R,,ball,
FF,L,R,single,hit_into_play,105.7
FF,L,R,,foul,73.0
FC,L,R,,swinging_strike,
FF,L,R,,called_strike,
FF,L,R,strikeout,swinging_strike,
SL,L,R,,foul,94.5
FF,L,R,,foul,75.6
SL,L,R,,foul,70.2
SI,L,R,,called_strike,
FF,L,R,,ball,
FF,R,R,field_out,hit_into_play,79.7
SI,R,R,,called_strike,
FF,R,L,strikeout,swinging_strike,
FF,R,L,,swinging_strike,
FF,R,L,,foul,81.4
SI,R,L,,ball,
SI,R,R,fielders_choice,hit_into_play,77.5
SL,R,R,,blocked_ball,
SI,R,R,,foul,85.4
SI,R,R,,foul_tip,
SL,R,L,triple,hit_into_play,80.8
SL,R,L,,ball,
SL,R,L,,called_strike,
SL,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,called_strike,
FF,R,R,single,hit_into_play,86.7
FF,R,R,,called_strike,
SL,R,L,walk,ball,
SL,R,L,,ball,
FF,R,L,,ball,
SL,R,L,,ball,
SL,R,R,strikeout,foul_tip,
SL,R,R,,ball,
SL,R,R,,swinging_strike,
FF,R,R,,ball,
SL,R,R,,called_strike,
SL,R,R,,ball,
FF,R,R,field_out,hit_into_play,76.2
FF,R,R,,foul,86.3
SL,R,R,strikeout,swinging_strike,
FF,R,R,,ball,
FF,R,R,,foul,76.5
FF,R,R,,ball,
FF,R,R,,called_strike,
SL,R,R,field_out,hit_into_play,100.9
SL,R,L,strikeout,swinging_strike_blocked,
SL,R,L,,blocked_ball,
FF,R,L,,foul,77.4
SL,R,L,,ball,
SL,R,L,,foul,39.2
SL,R,L,,swinging_strike,
FF,R,L,,blocked_ball,
SI,R,L,single,hit_into_play,67.5
CH,R,L,,blocked_ball,
FF,R,L,,ball,
SI,R,R,field_out,hit_into_play,87.7
FF,R,L,field_out,hit_into_play,97.5
SI,R,L,,foul,71.9
ST,R,L,,blocked_ball,
CH,R,L,,ball,
FF,R,L,,foul,75.7
SI,R,L,,foul,71.7
SI,R,L,,ball,
