pitch_type,p_throws,stand,events,description,launch_speed
KC,R,L,strikeout,swinging_strike,
FF,R,L,,swinging_strike,
CH,R,L,,ball,
FF,R,L,,called_strike,
FF,R,R,strikeout,swinging_strike,
SI,R,R,,ball,
ST,R,R,,ball,
FC,R,R,,called_strike,
FF,R,R,,called_strike,
FF,R,R,,ball,
FF,R,L,field_out,hit_into_play,97.5
KC,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,,ball,
FF,R,L,,ball,
SI,R,R,strikeout,swinging_strike,
KC,R,R,,foul,
KC,R,R,,ball,
FC,R,R,,called_strike,
KC,R,L,strikeout,swinging_strike,
ST,R,L,,called_strike,
ST,R,L,,ball,
SI,R,L,,called_strike,
SI,R,L,,ball,
FC,R,R,field_out,hit_into_play,100.3
FC,R,R,,ball,
FC,R,R,,ball,
KC,R,R,force_out,hit_into_play,119.5
FC,R,R,,ball,
ST,R,R,,ball,
FF,R,R,,swinging_strike,
FC,R,R,strikeout,swinging_strike,
KC,R,R,,ball,
FF,R,R,,foul,77.7
KC,R,R,,ball,
ST,R,R,,blocked_ball,
FF,R,R,,swinging_strike,
FC,R,L,field_out,hit_into_play,102.2
KC,R,L,,called_strike,
KC,R,L,,ball,
CH,R,L,,ball,
KC,R,L,,called_strike,
FF,R,R,walk,ball,
FF,R,R,,foul,77.4
ST,R,R,,ball,
FF,R,R,,swinging_strike,
ST,R,R,,ball,
FF,R,R,,called_strike,
FF,R,R,,ball,
ST,R,L,strikeout,swinging_strike,
KC,R,L,,called_strike,
ST,R,L,,called_strike,
SI,R,R,field_out,hit_into_play,95.5
ST,R,R,,swinging_strike,
FC,R,R,,ball,
SI,R,R,,called_strike,
ST,R,R,,ball,
FC,R,L,home_run,hit_into_play,100.3
KC,R,L,,called_strike,
FC,R,L,,ball,
ST,R,L,,called_strike,
ST,R,R,field_out,hit_into_play,91.1
SI,R,R,,ball,
KC,R,R,,foul,76.5
FC,R,R,,ball,
KC,R,R,,foul,42.8
ST,R,R,,called_strike,
FC,R,R,,called_strike,
FC,R,L,walk,ball,
SI,R,L,,ball,
SI,R,L,,ball,
FC,R,L,,ball,
FF,L,R,field_out,hit_into_play,95.0
ST,R,R,strikeout,swinging_strike,
ST,R,R,,foul,
ST,R,R,,foul,68.4
SI,R,R,,ball,
ST,R,R,,blocked_ball,
ST,R,R,,swinging_strike,
FF,R,L,hit_by_pitch,hit_by_pitch,
FF,R,L,,foul,
ST,R,L,,blocked_ball,
ST,R,L,,swinging_strike,
FC,R,L,,called_strike,
FC,R,L,,ball,
ST,R,L,single,hit_into_play,105.3
FF,R,L,,ball,
ST,R,L,,foul,
ST,R,L,,ball,
FF,R,L,,foul,78.8
ST,R,L,,swinging_strike,
ST,R,L,,swinging_strike,
ST,R,L,,ball,
SI,R,R,single,hit_into_play,97.9
ST,R,R,,ball,
ST,R,R,,ball,
ST,R,R,strikeout,swinging_strike,
ST,R,R,,ball,
SI,R,R,,called_strike,
ST,R,R,,swinging_strike,
SI,R,L,single,hit_into_play,110.0
ST,R,L,,ball,
ST,R,L,,foul,87.0
SI,R,L,,called_strike,
SI,R,L,,ball,
SI,R,L,,ball,
FS,R,L,field_out,hit_into_play,68.8
FS,R,L,,called_strike,
CU,R,L,,swinging_strike,
CU,R,L,field_out,hit_into_play,88.3
FS,R,L,,swinging_strike,
FS,R,R,field_out,hit_into_play,99.3
FS,R,R,,foul,
FC,R,R,,ball,
SI,R,R,,called_strike,
FF,R,R,field_out,hit_into_play,83.1
FC,R,R,,ball,
FC,R,R,,ball,
FF,R,R,,called_strike,
FF,R,L,field_out,hit_into_play,68.5
FF,R,L,strikeout,swinging_strike,
FF,R,L,,foul,74.3
FF,R,L,,foul,79.2
FF,R,L,,ball,
FF,R,L,,foul,78.5
FF,R,L,,foul,68.9
FF,R,L,,called_strike,
FF,R,L,,ball,
FF,R,L,,ball,
SL,R,R,truncated_pa,called_strike,
ST,R,R,strikeout,swinging_strike,
SI,R,R,,foul,99.7
SL,R,R,,called_strike,
SI,R,L,walk,ball,
SI,R,L,,ball,
SI,R,L,,swinging_strike,
SI,R,L,,ball,
SI,R,L,,ball,
SI,R,R,strikeout,swinging_strike,
FF,R,R,,ball,
SL,R,R,,foul,64.4
SI,R,R,,ball,
ST,R,R,,foul,89.1
ST,R,R,,ball,
ST,R,R,,swinging_strike,
SI,R,R,,called_strike,
SL,L,R,field_out,hit_into_play,96.7
SI,L,R,,foul,82.8
FF,L,R,,ball,
FF,L,L,hit_by_pitch,hit_by_pitch,
FF,L,L,,ball,
SL,L,L,,ball,
SL,L,L,,foul,80.9
SL,L,L,,swinging_strike,
SL,L,L,,ball,
FF,L,L,,called_strike,
SL,L,L,field_out,hit_into_play,93.9
SL,L,L,,foul,82.2
SL,L,L,,ball,
SL,L,L,,swinging_strike,
SL,L,L,,called_strike,
FF,L,L,,ball,
FS,R,R,field_out,hit_into_play,59.7
FF,R,R,,foul,69.9
FF,R,R,,foul,70.8
SL,R,R,,foul,117.5
FC,R,R,,swinging_strike,
FC,R,R,,ball,
ST,R,R,field_out,hit_into_play,62.8
FF,R,R,,foul,
SL,R,R,,ball,
ST,R,R,,ball,
ST,R,R,,ball,
SI,R,R,,called_strike,
SI,L,L,field_out,hit_into_play,58.7
SI,L,L,,ball,
SI,L,L,,foul,73.3
FF,L,L,,foul,75.2
SI,L,L,,called_strike,
SI,L,R,field_out,hit_into_play,94.6
FS,R,R,strikeout,swinging_strike,
CU,R,R,,foul,93.5
FF,R,R,,called_strike,
FC,R,R,,ball,
FF,R,R,,ball,
FS,R,L,field_out,hit_into_play,105.7
FF,R,L,,called_strike,
FC,R,R,field_out,hit_into_play,68.4
FF,L,R,strikeout,called_strike,
SI,L,R,,ball,
SI,L,R,,ball,
SI,L,R,,foul,79.1
FF,L,R,,ball,
SI,L,R,,called_strike,
FF,L,L,field_out,hit_into_play,87.0
SI,L,L,,swinging_strike,
SI,R,R,single,hit_into_play,105.6
SL,R,R,,ball,
SL,R,R,,ball,
SL,R,R,,swinging_strike,
SI,R,R,,called_strike,
SL,R,R,field_out,hit_into_play,76.5
SI,R,R,,ball,
SL,R,R,,called_strike,
CU,R,L,field_out,hit_into_play,95.2
FF,R,L,,ball,
CU,R,L,,called_strike,
FF,R,L,field_out,hit_into_play,77.9
CU,R,L,,ball,
FS,R,R,strikeout,swinging_strike,
FS,R,R,,ball,
CU,R,R,,called_strike,
FF,R,R,,ball,
FF,R,R,,called_strike,
SI,R,L,field_out,hit_into_play,101.1
SI,R,R,field_out,hit_into_play,100.0
SI,R,R,,called_strike,
SI,R,R,,called_strike,
SI,R,R,,ball,
SL,R,R,,ball,
SL,R,R,,blocked_ball,
SI,R,R,double,hit_into_play,108.7
SL,R,R,,ball,
SI,R,R,,ball,
SL,R,R,,foul,79.4
SL,R,R,,ball,
SI,R,R,,called_strike,
SL,L,L,strikeout,swinging_strike,
SL,L,L,,ball,
SL,L,L,,swinging_strike,
FF,L,L,,foul,71.5
FS,R,L,strikeout,swinging_strike,
FF,R,L,,called_strike,
CU,R,L,,ball,
FF,R,L,,foul,77.5
FF,R,L,field_out,hit_into_play,100.5
FF,R,L,,foul,
FF,R,L,,swinging_strike,
FF,R,R,field_out,hit_into_play,107.3
FF,R,R,,ball,
FF,R,R,,ball,
FF,L,R,field_out,hit_into_play,98.0
FC,L,R,,ball,
FF,L,R,,foul,75.8
FF,L,R,double,hit_into_play,106.6
CH,L,R,,swinging_strike,
FF,L,R,,swinging_strike,
FF,L,L,home_run,hit_into_play,108.7
SL,L,L,,ball,
SL,L,L,,ball,
FF,L,L,,foul,92.8
FC,L,L,,ball,
SL,L,L,,called_strike,
FF,L,R,home_run,hit_into_play,107.9
FF,L,R,,ball,
FF,L,R,single,hit_into_play,86.2
CH,L,R,,ball,
SL,L,R,,ball,
CU,L,R,,ball,
FF,L,R,,foul,84.2
SL,L,L,strikeout,swinging_strike,
FF,L,L,,called_strike,
FF,L,L,,foul,83.1
SL,L,L,,ball,
CH,L,R,field_out,hit_into_play,82.2
FF,L,R,,foul,80.3
FF,L,R,,ball,
FF,L,R,,foul,77.8
FF,L,R,,called_strike,
FF,R,R,field_out,hit_into_play,77.4
SL,R,R,,ball,
FF,R,R,,swinging_strike,
CU,R,R,,swinging_strike,
CU,R,R,,ball,
FF,R,L,home_run,hit_into_play,105.4
SL,R,L,,foul,91.1
FS,R,L,,ball,
FS,R,L,,swinging_strike,
FS,R,L,,called_strike,
FF,R,L,,ball,
FC,R,R,field_out,hit_into_play,75.3
CU,R,R,,called_strike,
CU,R,R,,ball,
CU,R,L,field_out,hit_into_play,89.8
FF,R,L,,foul,95.1
FF,R,L,,called_strike,
CH,L,R,field_out,hit_into_play,46.6
FF,L,R,,foul,72.1
CH,L,R,,foul,71.0
FF,L,R,,ball,
FF,L,R,,ball,
FF,L,R,,foul,80.6
FF,L,R,,called_strike,
SL,L,L,strikeout,swinging_strike,
SL,L,L,,ball,
FF,L,L,,ball,
SL,L,L,,called_strike,
SL,L,L,,ball,
FF,L,L,,called_strike,
CU,L,R,field_out,hit_into_play,104.6
FF,L,R,,called_strike,
FF,L,R,home_run,hit_into_play,101.5
SL,L,R,,ball,
FF,L,R,,ball,
FF,R,L,field_out,hit_into_play,99.2
FF,R,L,,called_strike,
FF,R,R,field_out,hit_into_play,103.4
CU,R,R,,called_strike,
FC,R,R,,ball,
FF,R,L,walk,ball,
FF,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,swinging_strike,
FF,R,L,,ball,
CU,R,L,field_out,hit_into_play,38.1
FF,R,L,,ball,
CU,R,L,,called_strike,
FF,R,L,,ball,
FF,L,L,field_out,hit_into_play,97.9
FF,L,L,,foul,79.2
FF,L,R,field_out,hit_into_play,102.9
FF,L,R,,ball,
FF,L,R,,ball,
FF,L,R,,foul,89.6
CH,L,R,single,hit_into_play,91.2
FF,L,R,,foul,83.0
CU,L,R,,ball,
FF,L,R,,called_strike,
FF,L,R,,ball,
FF,L,L,field_out,hit_into_play,109.5
FF,L,L,,ball,
FF,R,R,field_out,hit_into_play,79.6
SL,R,R,strikeout,swinging_strike,
SL,R,R,,foul,68.8
CU,R,R,,ball,
SL,R,R,,swinging_strike,
FF,R,R,,ball,
CU,R,R,,foul,
FF,R,R,,ball,
CU,R,L,field_out,hit_into_play,74.4
FS,R,L,,ball,
FS,R,L,,foul,57.8
FF,R,L,,foul,82.9
CU,R,L,,ball,
CU,R,L,,ball,
FF,R,L,,swinging_strike,
FF,R,R,walk,ball,
FF,R,R,,ball,
CU,R,R,,ball,
CU,R,R,,called_strike,
FF,R,R,,foul,82.0
FF,R,R,,ball,
FF,L,L,home_run,hit_into_play,109.8
FF,L,L,field_out,hit_into_play,83.3
SL,R,L,single,hit_into_play,91.4
SL,R,L,,ball,
SI,R,L,,called_strike,
SL,R,L,,called_strike,
SI,R,L,walk,ball,
SL,R,L,,ball,
SL,R,L,,called_strike,
SL,R,L,,ball,
SL,R,L,,ball,
SL,R,R,field_out,hit_into_play,93.8
SL,R,R,,called_strike,
SI,R,R,,ball,
SL,R,R,,ball,
SL,R,R,,called_strike,
FF,R,L,strikeout,called_strike,
ST,R,L,,foul,65.2
FF,R,L,,ball,
FF,R,L,,called_strike,
SI,R,R,force_out,hit_into_play,94.6
ST,R,R,,ball,
ST,R,R,,called_strike,
SI,R,R,,ball,
ST,R,R,,called_strike,
ST,R,L,,ball,
FC,R,L,,ball,
FF,R,L,,ball,
SI,R,L,single,hit_into_play,108.4
ST,R,L,,ball,
ST,R,R,strikeout,swinging_strike,
SI,R,R,,foul,72.4
ST,R,R,,called_strike,
FC,R,R,field_out,hit_into_play,72.5
FF,R,R,,swinging_strike,
FF,R,R,,ball,
CH,R,L,field_out,hit_into_play,94.8
FF,R,L,,ball,
CH,R,L,,ball,
CH,R,L,,ball,
FF,R,L,,called_strike,
FF,R,R,field_out,hit_into_play,101.4
FF,R,R,,foul,
FF,R,R,,ball,
FF,R,R,,foul,89.7
FF,R,R,,ball,
FF,R,R,field_out,hit_into_play,105.0
ST,R,R,,foul,87.7
ST,R,R,,ball,
ST,R,R,,called_strike,
ST,R,R,,called_strike,
FF,R,R,double,hit_into_play,103.8
FC,R,R,,ball,
FF,R,R,,swinging_strike,
FF,R,R,,ball,
FF,R,L,field_out,hit_into_play,64.2
FF,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,field_out,hit_into_play,101.6
FF,R,L,,ball,
FF,R,L,field_out,hit_into_play,97.5
FF,R,L,,foul,80.6
CH,R,R,sac_fly,hit_into_play,107.3
FF,R,R,,foul,82.9
FF,R,R,,ball,
FF,R,R,,called_strike,
CH,R,L,double,hit_into_play,113.9
CH,R,L,,ball,
CH,R,R,field_out,hit_into_play,70.7
CH,R,R,,foul,
CH,R,R,,foul,88.3
CH,R,R,,called_strike,
FF,L,R,field_out,hit_into_play,97.2
SL,L,R,,foul,
FF,L,R,,ball,
FF,L,R,,foul,70.3
SL,L,R,,ball,
FF,L,L,strikeout,called_strike,
FF,L,L,,ball,
FF,L,L,,ball,
SL,L,L,,swinging_strike,
FF,L,L,,ball,
FF,L,L,,foul,77.3
FF,L,L,strikeout,swinging_strike,
SL,L,L,,ball,
SL,L,L,,called_strike,
FF,L,L,,swinging_strike,
SL,L,L,,ball,
CH,R,L,field_out,hit_into_play,67.3
CH,R,L,,foul,76.5
SI,R,R,field_out,hit_into_play,53.5
SL,R,R,sac_bunt,hit_into_play,12.0
ST,R,L,hit_by_pitch,hit_by_pitch,
SL,R,L,,ball,
SI,R,L,,ball,
FF,R,R,single,hit_into_play,89.2
FF,R,R,,ball,
SL,R,R,,foul,73.7
FF,R,R,,foul,74.4
SL,R,R,,ball,
SL,R,R,,ball,
SL,R,R,,swinging_strike,
SL,R,R,,called_strike,
SI,R,R,strikeout,called_strike,
SI,R,R,,ball,
SL,R,R,,ball,
SL,R,R,,swinging_strike,
SI,R,R,,called_strike,
SI,R,R,single,hit_into_play,106.5
SI,R,R,,foul,72.3
SI,R,L,field_out,hit_into_play,64.8
SL,R,L,,foul,93.2
FC,R,L,,ball,
SI,R,L,,swinging_strike,
SI,R,L,,foul,96.3
SL,R,L,,ball,
SI,R,L,,ball,
SL,R,R,field_out,hit_into_play,68.6
SI,R,R,,foul,78.9
SI,R,R,,called_strike,
SL,R,R,,ball,
SL,R,L,field_out,hit_into_play,103.7
FF,R,L,,swinging_strike,
KC,R,R,field_out,hit_into_play,98.6
FF,R,R,,foul,77.9
FF,R,R,,ball,
SL,R,R,,swinging_strike,
FC,R,R,,ball,
KC,R,R,,called_strike,
CH,R,L,field_out,hit_into_play,60.2
SI,R,L,,foul,79.8
FF,R,L,double,hit_into_play,105.9
CH,R,L,,ball,
FF,R,L,,foul,88.2
FF,R,L,,ball,
FF,L,L,strikeout,swinging_strike,
SL,L,L,,foul,71.5
FF,L,L,,called_strike,
SL,L,L,,ball,
SL,L,L,single,hit_into_play,102.7
SL,L,L,,ball,
SL,L,L,,swinging_strike,
SL,L,L,strikeout,swinging_strike_blocked,
SL,L,L,,foul,62.4
SL,L,L,,blocked_ball,
FF,L,L,,called_strike,
FF,L,L,single,hit_into_play,106.6
SL,L,L,,swinging_strike,
SL,L,L,,ball,
FF,L,L,,called_strike,
FF,R,L,,ball,
KC,R,R,home_run,hit_into_play,116.6
FF,R,R,,ball,
KC,R,R,,swinging_strike,
SL,R,R,,swinging_strike,
FF,R,R,strikeout,swinging_strike,
KC,R,R,,blocked_ball,
FF,R,R,,foul,83.8
KC,R,R,,swinging_strike,
SL,R,R,,ball,
FF,R,R,,ball,
SL,R,L,single,hit_into_play,109.4
SL,R,L,,swinging_strike,
KC,R,L,,ball,
KC,R,L,,ball,
FF,R,L,,called_strike,
SL,R,L,field_out,hit_into_play,89.4
FF,R,L,,foul,75.2
FF,R,L,,foul,67.1
KC,R,L,,ball,
FC,R,R,sac_fly,hit_into_play,80.7
FC,R,R,,ball,
FF,R,R,,foul,
FF,R,R,triple,hit_into_play,93.2
FF,R,R,,foul,85.0
SL,R,R,,swinging_strike,
SL,R,R,,called_strike,
FF,R,L,strikeout,swinging_strike,
FF,R,L,,ball,
KC,R,L,,foul_bunt,
FF,R,L,,called_strike,
SL,R,R,field_out,hit_into_play,73.0
SL,R,R,,ball,
KC,R,R,,called_strike,
KC,R,L,single,hit_into_play,90.6
FF,R,L,,called_strike,
FF,R,L,,ball,
KC,R,L,strikeout,swinging_strike,
KC,R,L,,ball,
FF,R,L,,foul,95.4
FF,R,L,,ball,
KC,R,L,,swinging_strike,
KC,R,R,strikeout,swinging_strike,
SL,R,R,,swinging_strike,
FF,R,R,,called_strike,
FC,R,R,field_out,hit_into_play,83.4
SL,R,R,,ball,
FC,R,R,,swinging_strike,
FF,R,R,,ball,
FF,R,R,,foul,87.9
FF,R,R,,ball,
FF,R,L,field_out,hit_into_play,46.8
FC,R,L,,foul,78.3
FC,R,L,,foul,80.5
SL,R,L,,called_strike,
FF,R,R,field_out,hit_into_play,76.7
FC,R,R,,ball,
SL,R,R,,ball,
KC,R,R,,foul,86.1
FF,R,R,,called_strike,
KC,R,L,field_out,hit_into_play,81.4
KC,R,L,,swinging_strike,
FF,R,L,,ball,
SI,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,field_out,hit_into_play,83.9
FF,R,R,field_out,hit_into_play,88.4
KC,R,R,,ball,
KC,R,L,strikeout,swinging_strike,
SI,R,L,,foul,76.7
FC,R,L,,ball,
CH,R,L,,ball,
FC,R,L,,foul,67.7
FF,R,L,field_out,hit_into_play,79.4
FF,R,L,,ball,
CH,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,field_out,hit_into_play,104.0
KC,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,foul,84.2
KC,R,R,strikeout,swinging_strike_blocked,
KC,R,R,,ball,
FF,R,R,,foul,104.1
KC,R,R,,swinging_strike,
FF,R,R,,swinging_strike,
SL,R,L,grounded_into_double_play,hit_into_play,98.0
SL,R,L,,ball,
KC,R,L,,swinging_strike,
SL,R,L,,ball,
SL,R,L,,called_strike,
KC,R,L,,ball,
SL,R,R,single,hit_into_play,99.7
FF,R,R,strikeout,swinging_strike,
FF,R,R,,foul,92.4
FF,R,R,,called_strike,
FF,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,ball,
FF,R,R,strikeout,swinging_strike,
KC,R,R,,foul,81.0
FF,R,R,,foul,81.8
FC,R,L,field_out,hit_into_play,61.3
KC,R,L,,called_strike,
KC,R,L,,ball,
FF,R,L,,ball,
FF,R,L,field_out,hit_into_play,102.4
KC,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,field_out,hit_into_play,80.6
KC,R,L,,blocked_ball,
FF,R,L,,swinging_strike,
FF,R,L,,called_strike,
FF,R,L,,ball,
KC,R,R,strikeout,swinging_strike,
FF,R,R,,ball,
KC,R,R,,called_strike,
SL,R,R,,called_strike,
SL,R,R,,ball,
KC,R,L,single,hit_into_play,86.3
KC,R,L,,ball,
FF,R,L,,foul,79.9
FF,R,L,,foul,65.0
KC,R,L,,swinging_strike,
FF,R,L,,ball,
FF,R,L,,called_strike,
FC,R,R,field_out,hit_into_play,91.7
FC,R,R,,foul,50.9
KC,R,L,triple,hit_into_play,77.0
FF,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,,foul,96.6
FF,R,R,field_out,hit_into_play,94.8
FF,R,R,,foul,82.3
FF,R,R,,called_strike,
FF,R,L,field_out,hit_into_play,106.0
KC,R,L,field_out,hit_into_play,70.9
KC,R,L,,called_strike,
SL,R,R,fielders_choice,hit_into_play,93.5
FF,R,R,,called_strike,
KC,R,R,,ball,
SL,R,R,,blocked_ball,
FF,R,R,,called_strike,
KC,R,R,,ball,
SL,R,R,strikeout,swinging_strike,
KC,R,R,,blocked_ball,
KC,R,R,,swinging_strike,
FF,R,R,,called_strike,
FF,R,L,walk,ball,
KC,R,L,,ball,
KC,R,L,,ball,
FF,R,L,,ball,
SL,R,R,field_out,hit_into_play,95.0
SL,R,R,,ball,
FF,R,R,,foul,80.5
FF,R,R,,ball,
SI,R,R,field_out,hit_into_play,75.2
ST,R,L,single,hit_into_play,84.9
SI,R,L,,called_strike,
ST,R,R,single,hit_into_play,68.0
ST,R,R,,called_strike,
SI,R,R,,called_strike,
SI,R,R,,ball,
SI,R,R,field_out,hit_into_play,69.8
SI,R,R,,called_strike,
ST,R,R,,ball,
SI,R,L,strikeout,swinging_strike,
SI,R,L,,called_strike,
FF,R,L,,ball,
ST,R,L,,ball,
SI,R,L,,called_strike,
ST,R,R,field_out,hit_into_play,88.1
FF,R,R,,ball,
FF,R,R,,called_strike,
FF,R,R,single,hit_into_play,93.1
FC,R,L,walk,ball,
ST,R,L,,ball,
FC,R,L,,ball,
FC,R,L,,swinging_strike,
FO,R,L,,blocked_ball,
FC,R,L,fielders_choice_out,hit_into_play,84.0
FF,R,L,,ball,
FF,R,R,sac_fly,hit_into_play,91.9
FC,R,R,double,hit_into_play,94.8
FO,R,R,,ball,
FO,R,R,,blocked_ball,
FC,R,R,,called_strike,
FC,R,R,,ball,
SL,R,R,,called_strike,
FF,R,L,walk,ball,
FF,R,L,,called_strike,
FC,R,L,,called_strike,
FO,R,L,,blocked_ball,
FC,R,L,,ball,
FC,R,L,,ball,
FF,R,R,single,hit_into_play,109.0
FF,R,R,,ball,
ST,R,R,strikeout,swinging_strike,
SI,R,R,,foul,
ST,R,R,,ball,
SI,R,R,,called_strike,
ST,R,R,strikeout,swinging_strike,
ST,R,R,,swinging_strike,
SI,R,R,,foul,75.9
SI,R,R,,ball,
ST,R,L,strikeout,swinging_strike,
ST,R,L,,swinging_strike,
FF,R,L,,ball,
SI,R,L,,called_strike,
FC,R,R,field_out,hit_into_play,94.1
FO,R,R,strikeout,swinging_strike_blocked,
FF,R,R,,foul,93.0
FO,R,R,,blocked_ball,
FF,R,R,,swinging_strike,
FF,R,R,,called_strike,
FC,R,R,force_out,hit_into_play,100.7
FC,R,L,hit_by_pitch,hit_by_pitch,
FC,R,L,,called_strike,
FF,R,L,,ball,
ST,R,L,,called_strike,
SL,R,L,strikeout,swinging_strike,
FF,R,L,,ball,
SL,R,L,,ball,
CH,R,L,,foul,74.2
FF,R,L,,called_strike,
SL,R,R,sac_fly,hit_into_play,100.7
FF,R,L,single,hit_into_play,95.1
SL,R,R,single,hit_into_play,83.3
SL,R,R,,ball,
SL,R,R,,foul,74.6
FF,R,R,,called_strike,
FF,R,R,,ball,
FF,R,R,field_out,hit_into_play,93.6
FF,R,R,,ball,
FF,R,L,field_out,hit_into_play,89.9
ST,R,L,,blocked_ball,
FF,R,L,,ball,
ST,R,L,,called_strike,
SI,R,R,field_out,hit_into_play,75.2
SI,R,R,force_out,hit_into_play,87.7
SI,R,R,,foul_tip,
ST,R,R,,blocked_ball,
FF,R,L,single,hit_into_play,79.7
FF,R,L,,foul,87.6
SL,R,L,,blocked_ball,
FS,R,L,,blocked_ball,
FS,R,L,,ball,
FS,R,L,,swinging_strike,
FS,R,L,,foul,66.2
FF,R,R,sac_bunt,hit_into_play,21.8
FF,R,R,,foul_bunt,
FF,R,R,,ball,
FF,R,R,,ball,
FF,R,R,walk,ball,
FF,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,ball,
ST,R,L,field_out,hit_into_play,73.6
FF,R,L,,foul,80.6
FF,R,L,,called_strike,
ST,R,L,,ball,
FF,R,R,walk,ball,
ST,R,R,,ball,
ST,R,R,,blocked_ball,
ST,R,R,,ball,
FF,R,R,walk,ball,
ST,R,R,,blocked_ball,
FF,R,R,,ball,
ST,R,R,,swinging_strike,
ST,R,R,,ball,
FF,R,L,field_out,hit_into_play,103.4
FC,R,L,,ball,
ST,R,L,,ball,
ST,R,L,field_out,hit_into_play,68.6
ST,R,R,single,hit_into_play,81.2
SL,R,R,field_out,hit_into_play,74.2
SL,R,R,,called_strike,
SL,R,R,,ball,
FF,R,R,strikeout,swinging_strike,
FF,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,called_strike,
SL,R,R,,swinging_strike,
SL,R,L,field_out,hit_into_play,76.6
SL,R,L,,ball,
SL,R,L,,swinging_strike,
FF,R,L,field_out,hit_into_play,87.5
SL,R,L,,ball,
SL,R,L,,ball,
SL,R,L,,swinging_strike,
SI,R,L,,called_strike,
SL,R,R,field_out,hit_into_play,90.7
SI,R,R,,ball,
SI,R,R,,ball,
SI,R,R,strikeout,swinging_strike,
SL,R,R,,foul,70.8
SL,R,R,,called_strike,
FF,R,L,single,hit_into_play,82.3
SL,R,L,,foul,69.4
SI,R,L,,foul,
FF,R,L,field_out,hit_into_play,97.7
SL,R,L,,swinging_strike,
FF,R,L,,foul,66.7
SL,R,R,field_out,hit_into_play,87.8
FF,R,R,,ball,
FF,R,R,walk,ball,
FF,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,foul_tip,
FF,R,R,,ball,
FF,R,L,field_out,hit_into_play,86.0
SI,R,R,field_out,hit_into_play,76.2
SL,R,R,home_run,hit_into_play,102.8
SL,R,R,,ball,
FF,L,L,strikeout,foul_tip,
SL,L,L,,ball,
SL,L,L,,swinging_strike_blocked,
FF,L,L,,swinging_strike,
SL,L,R,field_out,hit_into_play,100.2
SL,L,R,,swinging_strike,
FF,L,R,,called_strike,
SI,L,R,,ball,
SI,L,R,single,hit_into_play,101.9
FC,R,R,field_out,hit_into_play,101.9
FC,R,R,,swinging_strike,
SI,R,R,home_run,hit_into_play,105.7
CU,R,R,,ball,
SI,R,R,field_out,hit_into_play,82.7
FC,R,R,,ball,
FC,R,R,,ball,
CU,R,R,field_out,hit_into_play,83.7
FC,R,R,,swinging_strike,
SI,R,R,,ball,
CU,R,R,,ball,
ST,L,L,walk,ball,
CH,L,L,,ball,
SI,L,L,,ball,
ST,L,L,,ball,
ST,L,L,,foul,
FF,L,R,home_run,hit_into_play,104.1
CH,L,R,,foul,63.5
CH,L,R,,foul,102.2
CH,L,R,,ball,
CH,L,R,,foul,76.0
SI,L,R,single,hit_into_play,107.1
SI,L,R,,ball,
SL,L,L,strikeout,swinging_strike_blocked,
FF,L,L,,foul,59.1
FF,L,L,,swinging_strike,
SL,L,R,hit_by_pitch,hit_by_pitch,
FF,L,R,,foul,67.7
FF,L,R,,ball,
SL,L,R,,foul,
FF,L,R,,ball,
FF,L,R,,foul,77.9
SL,L,R,field_out,hit_into_play,55.0
SI,L,R,,called_strike,
SL,L,R,,swinging_strike,
SI,L,L,walk,ball,
FF,L,L,,called_strike,
FF,L,L,,ball,
SL,L,L,,blocked_ball,
SL,L,L,,ball,
SL,R,R,single,hit_into_play,87.7
FF,R,R,,ball,
SL,R,R,,called_strike,
CU,R,R,field_out,hit_into_play,104.7
SL,R,R,,called_strike,
CH,L,R,field_out,hit_into_play,96.1
SI,L,R,,foul,80.2
SI,L,R,,called_strike,
SI,L,R,,ball,
SI,L,L,strikeout,swinging_strike,
SI,L,L,,foul,72.7
ST,L,L,,blocked_ball,
SI,L,L,,foul,65.9
SI,L,L,,foul,71.1
CH,L,L,,ball,
SI,L,L,,called_strike,
SI,L,R,single,hit_into_play,73.9
SI,L,R,,called_strike,
ST,L,R,,ball,
ST,L,R,,ball,
CH,L,R,field_out,hit_into_play,67.9
ST,L,R,,called_strike,
ST,L,R,,ball,
FF,R,L,field_out,hit_into_play,95.8
CU,R,L,,ball,
CU,R,L,,called_strike,
FF,R,L,single,hit_into_play,104.8
SL,R,L,,ball,
FF,R,R,walk,ball,
FF,R,R,,called_strike,
FF,R,R,,ball,
SL,R,R,,ball,
SL,R,R,,ball,
FF,R,L,field_out,hit_into_play,85.1
FF,R,L,,foul,83.6
CU,R,L,,called_strike,
SL,R,R,field_out,hit_into_play,89.3
FF,R,R,,foul,81.5
